project_id,name,category,aliases,search_terms,developer,device,country,reporting_country,technology,in_scope,test_site_id,test_site_name_raw,location,capacity_kw,capacity_basis,lat,lon,location_basis,first_seen,last_seen,report_years,report_pages,obs_ids,report_years_basis,latest_status,source,pilot_project_id,primre_name,primre_link_basis,primre_status,primre_scale,primre_website,review_status,notes
P0292,HarshLab offshore materials laboratory at BiMEP,annual reports,HarshLab | HarshLab 2.0 (second version) | HarshLab marine laboratory | materials and components offshore laboratory – HarshLab,HarshLab,TECNALIA,,Spain,Spain,other,no,bimep,BiMEP,"HarshLab, installed at BiMEP in 2022, achieved a major milestone in September 2025 when it was connected to the BiMEP electrical grid through an umbilical cable linked to the offshore underwater network.",,,43.46,-2.88,test site,2020,2025,2020; 2025,2020:p151; 2025:p187,OBS0444; OBS0454,Pilot observations (page + quoted evidence),operational,Pilot,PRJ0359,,,,,,unreviewed,
P0293,PENGUIN2,annual reports,PENGUIN2 | PENGUIN2 at BiMEP,PENGUIN2,WELLO OY,,Spain,Spain,wave,yes,bimep,BiMEP,"The device started in autumn 2020 the travel from Scotland to the Port of Bilbao, close to BiMEP, but bad weather conditions forced to suspend the towing and wait to spring for better sea conditions.",,,43.46,-2.88,test site,2020,2020,2020,2020:p152,OBS0445,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0360,,,,,,unreviewed,
P0294,Arrecife,annual reports,Arrecife | Arrecife Energy Systems,Arrecife,Arrecife Energy Systems,,Spain,Spain,multiple,yes,bimep,BiMEP,"Throughout the summer of 2019, Arrecife Energy Systems tested its 1:3 scale prototype at the BIMEP area and in real sea conditions for the first time.",,,43.46,-2.88,test site,2020,2020,2020,2020:p151,OBS0447,Pilot observations (page + quoted evidence),installed,Pilot,PRJ0361,,,,,,unreviewed,
P0298,"Blue-X (Mocean Energy, EuropeWave Phase 3)",annual reports,Blue-X | Blue-X system,Blue-X,Mocean Energy,,United Kingdom,Spain,wave,yes,,,"greenlighting their planned deployment of Blue-X system with an improved PTO that features a Vernier Hybrid Machine (VHM) as key innovation, in the pre-consented area of Copinsay (UK).",,,58.8966,-2.6766,place,2025,2025,2025,2025:p185,OBS0459,Pilot observations (page + quoted evidence),consented,Pilot,PRJ0365,,,,,,unreviewed,
P0299,DESALIFE,annual reports,,DESALIFE,Ocean Oasis Canarias,,Spain,Spain,wave,yes,,,DESALIFE is a pioneering European project that will test a fullscale wavepowered desalination buoy off the ArucasMoya coast in northern Gran Canaria.,,,28.2936,-16.6214,region,2025,2025,2025,2025:p189,OBS0460,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0366,,,,,,unreviewed,
P0300,WECHULL+,annual reports,WECHULL | WECHULL+ concrete WEC floater,WECHULL,RISE Research Institutes of Sweden,,Spain,Spain,wave,yes,plocan,PLOCAN,"offshore validation is planned for 2026 at scaled prototypes (1:5 WEC floater and 1:3 ballast system for floating PV) in real ocean environments, including PLOCAN in the Canary Islands",,,27.99,-15.37,test site,2025,2025,2025,2025:p190,OBS0461,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0367,,,,,,unreviewed,
P0301,Soderfors marine current converter (Uppsala University),annual reports,Marine current power: Extracting power from slow water currents | Söderfors marine current project | Söderfors marine current site | Söderfors site | UU - Söderfors marine current converter,Soderfors Turbine | Söderfors Project,Uppsala University,Soderfors Turbine,Sweden,Sweden,other,no,soderfors,,"UU - Söderfors, Sweden, in the river Dal (Dalälven)",7.5,Pilot (report),60.39,17.24,test site,2016,2025,2016; 2025,2016:p149; 2025:p200,OBS0463; OBS0485,Pilot observations (page + quoted evidence),operational,Pilot; PRIMRE,PRJ0369,Söderfors Project,reviewed 2026-09-24: match,Active,Full-scale,https://www.uu.se/en/news/2013/2013-03-05-experimental-marine-current-turbine-to-be-installed-in-dalalven,unreviewed,
P0302,Sotenäs Project,annual reports,,Sotenäs | ~Seabased,Seabased Industry AB,Seabased WEC,Sweden,Sweden,wave,yes,,,,3000,Pilot (report),58.3348,11.2651,PRIMRE,2016,2016,2016,2016:p149,OBS0464,Pilot observations (page + quoted evidence),grid_connected,Pilot; PRIMRE,PRJ0370,Sotenas Wave Power Project,reviewed 2026-09-24: match,Inactive,Full-scale,https://seabased.com/projects,unreviewed,
P0303,Waves4Power full scale wave power device demonstration,annual reports,"Waves4Powers buoy demonstrated in Runde, Norway",Waves4Power | Waves4Powers,Waves4Power,,Norway,Sweden,wave,yes,runde,,"however the demonstration takes place in Runde, in Norway",,,62.4,5.62,test site,2016,2016,2016,2016:p150,OBS0465,Pilot observations (page + quoted evidence),installed,Pilot,PRJ0371,,,,,,unreviewed,reviewed 2026-09-24: test site linked from the Pilot's site name
P0305,Minesto Deep Green at Holyhead Deep,annual reports,"Deep Green | Deep Green Phase 2, Holyhead Deep | Holyhead Deep site | Minesto Deep Green commercial-scale demonstrator at Holyhead Deep | Minesto's site in Holyhead Deep | Minesto Deep Green testing at Strangford Lough | DG500 | Minesto’s tidal energy scheme in Wales | Minesto Holyhead Deep",Minesto's | Deep Green | ~Holyhead Deep | Minesto Deep Green | Deep Green Phase 2 | DG500,Minesto,Deep Green Tidal Kite,United Kingdom,Sweden | United Kingdom,tidal stream,yes,,,"at Holyhead Deep in 2022. (In 2018-2019 Minesto’s phase 1 demonstration project was implemented at the Holyhead Deep site, with the installation of a 500 kW turbine.)",10000,Pilot (report),53.2998,-4.8656,PRIMRE,2016,2020,2016; 2020,2016:p151; 2020:p159; 2020:p170,OBS0466; OBS0467; OBS0475; OBS0518,Pilot observations (page + quoted evidence),planned,Pilot; PRIMRE,PRJ0373 | PRJ0372 | PRJ0414,Minesto Holyhead Deep Pilot,reviewed 2026-09-24: match,Inactive,Full-scale,https://minesto.com/news/minesto-completes-offshore-test-programme-of-its-eu-funded-tidal-energy-project-in-wales/,unreviewed,"reviewed 2026-09-24: merged P0304 (Minesto Deep Green at Holyhead Deep); reviewed 2026-09-24: merged P0337 (Minesto Holyhead Deep, UK chapter)"
P0306,CorPower Ocean Stage 3 pilot programme,annual reports,CorPower WEC (1:2 scale) | Stage 3 of CorPower's device (in composite hull),CorPower | Stage 3 of CorPower's,CorPower Ocean,,United Kingdom,Sweden,wave,yes,emec,EMEC,"followed by wet testing at EMECs Scapa Flow nursery site in Orkney, Scotland, through 2017",,,58.963,-3.296,test site,2016,2016,2016,2016:p151,OBS0468,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0374,,,,,,unreviewed,
P0307,Ada Project,annual reports,wave energy park in Ghana,Ada | ~Seabased,Seabased,Seabased WEC,Ghana,Sweden,wave,yes,,,The Ada Project in Ghana,200000,Pilot (report),5.6743,0.6588,PRIMRE,2016,2016,2016,2016:p151,OBS0469,Pilot observations (page + quoted evidence),under_construction,Pilot; PRIMRE,PRJ0375,Ghana Wave Park Pilot,reviewed 2026-09-24: match,Inactive,Full-scale,https://seabased.com/projects,unreviewed,
P0308,SEASNAKE+,annual reports,SEASNAKE | SEASNAKE (OCEANERA-Net Cofund) | SEASNAKE+ Industrial upscale of surface protection system & fibre optic-based condition monitoring for the SEASNAKE MVC (Medium Voltage Cables) | Seasnake project | dynamic Medium Voltage Cable (dMVC),dMVC | SEASNAKE | Seasnake | dynamic Medium Voltage Cable,RISE Research Institutes of Sweden AB,,Sweden; Portugal,Sweden,other,no,kristineberg,Kristineberg marine testsite,Within the SEASNAKE+ project equipment for dynamic testing of paint systems in natural see water at the Kristineberg marine testsite has been constructed and deployed,,,58.25,11.45,test site,2020,2025,2020; 2025,2020:p158; 2025:p199,OBS0472; OBS0484,Pilot observations (page + quoted evidence),installed,Pilot,PRJ0377,,,,,,unreviewed,reviewed 2026-09-24: test site linked from the Pilot's site name
P0309,NoviOcean,annual reports,NoviOcean | Novige/NoviOcean,NO2 | NoviOcean | NoviOcean2,Novige AB,,Sweden,Sweden,wave,yes,,,a 1/5 scale unit was successfully tested offshore outside Stockholm,,,59.2988,18.9510,PRIMRE,2020,2020,2020,2020:p158,OBS0473,Pilot observations (page + quoted evidence),tank_testing,Pilot; PRIMRE,PRJ0378,NoviOcean2 (NO2),reviewed: fix coordinate (same site),Inactive,Sub-scale,https://noviocean.energy/medi-wave-850h/,unreviewed,
P0310,Deep Green Island Mode 2 (DGIM/2),annual reports,Alpha power plant | Deep Green | Minesto - Deep Green Island Mode 2,Minesto | Deep Green | Deep Green Island Mode,Minesto,,Faroe Islands,Sweden,tidal stream,yes,,"Minesto's open sea test site, Vestmannasund",at Minesto’s open sea test site in Vestmannasund (the Faroe Islands),,,62.1139,-7.1520,place,2020,2020,2020,2020:p158,OBS0474,Pilot observations (page + quoted evidence),grid_connected,Pilot,PRJ0379,,,,,,unreviewed,
P0313,CorPower Ocean 5 MW wave energy array at Billia Croo (EMEC),annual reports,,CorPower,CorPower Ocean,,United Kingdom,Sweden,wave,yes,emec,EMEC,"a berth agreement with EMEC (Orkney, Scotland) for a 5 MW wave energy array at Billia Croo",5000,Pilot (report),58.963,-3.296,test site,2025,2025,2025,2025:p201,OBS0481,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0382,,,,,,unreviewed,
P0314,Minesto - Vestmannasund,annual reports,"Dragon 12 | Dragon 4 (""Íðunn"") | Minesto's grid-connected site in Vestmannasund | the company's demonstration site in the North Atlantic | DG100 | Minesto Vestmannasund DG100",DG100 | Minesto | Dragon 4 | Dragon 12 | Minesto's | Vestmanna | Minesto - Vestmannasund,Minesto,Deep Green Tidal Kite,Faroe Islands,Sweden | United Kingdom,tidal stream,yes,,Vestmannasund,"its grid-connected site in Vestmannasund, Faroe Islands",1200,Pilot (report),62.1440,-7.1930,PRIMRE,2020,2025,2020; 2025,2020:p170; 2025:p198,OBS0519; OBS0482,Pilot observations (page + quoted evidence),grid_connected,Pilot; PRIMRE,PRJ0383 | PRJ0415,Vestmanna DG100 Tidal Kite System | Vestmanna Tidal Power Plant - Dragon 12 | Vestmanna Tidal Power Plant - Dragon 4 - 1 | Vestmanna Tidal Power Plant - Dragon 4 - 2,reviewed 2026-09-24: phase of this project (Vestmanna),Active,Full-scale,https://minesto.com/projects/faroe-islands | https://minesto.com/faroe-islands/,unreviewed,reviewed 2026-09-24: merged P0338 (Minesto Vestmannasund DG100)
P0315,KTH – Lidingö Island,annual reports,DEG-based WEC | DEG-based WECs | Electricity generators from weak sea/ocean waves,~KTH | DEG-based,KTH,,Sweden,Sweden,wave,yes,,,The test site was situated at a coast around the Lidingö island close to Stockholm.,,,59.6750,14.5209,country,2025,2025,2025,2025:p199,OBS0483,Pilot observations (page + quoted evidence),installed,Pilot,PRJ0384,,,,,,unreviewed,
P0316,ETRIC – Energy Transition for Remote Islands and Communities,annual reports,,ETRIC,Minesto AB,,Faroe Islands,Sweden,tidal stream,yes,,Vestmannasund,"demonstrating a tidal energy power plant for baseload electricity production to microgrids in Vestmannasund, Faroe Islands",,,62.1139,-7.1520,place,2025,2025,2025,2025:p200,OBS0486,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0385,,,,,,unreviewed,
P0317,Hestfjord Dragon Farm,annual reports,utility scale kites,Hestfjord Dragon,Minesto AB,,Faroe Islands,Sweden,tidal stream,yes,,,"the Hestfjord Dragon Farm, a 10 MW array of utility scale kites in Hestfjord, a nearby strait to Vestmanna in the Faroe Islands",10000,Pilot (report),62.1989,-6.8178,country,2025,2025,2025,2025:p200,OBS0487,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0386,,,,,,unreviewed,
P0318,WECHULL+ prototype deployment at PLOCAN,annual reports,Sustainable Concrete Material Leading to Improved Substructures for Offshore Renewable Energy Technologies (WECHULL+),WECHULL+ | Sustainable Concrete Material Leading,RISE Research Institutes of Sweden AB,,Spain,Sweden,other,no,plocan,PLOCAN,planned to be deployed at the PLOCAN marine test site by the Canary Islands in 2026,,,27.99,-15.37,test site,2025,2025,2025,2025:p200,OBS0488,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0387,,,,,,unreviewed,
P0320,MeyGen,annual reports,AR1500 and AH1000 MK1 | MeyGen Phase 1A | MeyGen array | MeyGen project | MeyGen tidal stream project | MK1 | MeyGen (Andritz Hydro Hammerfest MK1 turbines),MK1 | AR1500 | MeyGen Phase 1A | ~MeyGen Pentland Firth,Ampeak Energy (previously called SAE Renewables),ANDRITZ Hydro HS1500 | SAE AR1500,United Kingdom,United Kingdom | Belgium | Norway,tidal stream,yes,,,situated in the Pentland Firth,86000,Pilot (report),58.6594,-3.1167,PRIMRE,2016,2025,2016; 2020; 2025,2016:p124; 2016:p157; 2020:p54; 2020:p170; 2025:p224,OBS0345; OBS0492; OBS0019; OBS0517; OBS0537,Pilot observations (page + quoted evidence),grid_connected,Pilot; PRIMRE,PRJ0391 | PRJ0017 | PRJ0282,MeyGen Pentland Firth,reviewed 2026-09-24: match,Active,Full-scale,https://saerenewables.com/tidal-stream/meygen/,unreviewed,reviewed 2026-09-24: merged P0014 (MeyGen Phase 1A); reviewed 2026-09-24: merged P0234 (MeyGen (Andritz Hydro Hammerfest MK1 turbines))
P0321,Nova Innovation Shetland Tidal Array (Bluemull Sound),annual reports,Bluemull Sound array | EnFAIT array | M100 / Eunice (direct drive turbine) | M100-D “Eunice” | Nova Innovation Shetland | Nova Innovation Shetland Tidal Array | Nova’s previous 6-turbine array in Shetland | Shetland Tidal Array,M100 | EnFAIT | Nova M100D | ~Bluemull Sound | Nova Innovation | ~Shetland Tidal Array | Nova Innovation Shetland,Nova Innovation,Nova M100 | Nova M100D,United Kingdom,United Kingdom,tidal stream,yes,,,"in the Bluemull Sound, in Scotland’s Shetland Islands",2000,Pilot (report),60.6941,-0.9727,PRIMRE,2016,2025,2016; 2020; 2025,2016:p157; 2020:p170; 2025:p224,OBS0493; OBS0521; OBS0538,Pilot observations (page + quoted evidence),grid_connected,Pilot; PRIMRE,PRJ0392,Nova Innovation - Shetland Tidal Array Pilot | Bluemull Sound Shetland Tidal Array | Bluemull Sound Shetland Tidal Array Phase 2 | Bluemull Sound Shetland Tidal Array Phase 3 | Bluemull Sound Shetland Tidal Array Phase 4,reviewed: reconcile capacity | reviewed 2026-09-24: phase of this project,Inactive | Active,Full-scale,https://marine.gov.scot/sma/assessment/case-study-nova-innovation-shetland-tidal-array | https://novainnovation.com/marine-services,unreviewed,
P0322,Fairhead Tidal,annual reports,Fairhead Tidal project,Fairhead,DP Energy,,United Kingdom,United Kingdom,tidal stream,yes,,,at Fairhead in Northern Ireland,10000,Pilot (report),55.2236,-6.1384,place,2016,2016,2016,2016:p158,OBS0494,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0393,,,,,,unreviewed,
P0323,Scotrenewables Lashy Sound,annual reports,Lashy Sound array,~Lashy Sound | Scotrenewables Lashy Sound,Scotrenewables Tidal Power,Orbital Marine Power SR2000 | Orbital Marine Power O2,United Kingdom,United Kingdom,tidal stream,yes,,,"at Lashy Sound in Orkney, Scotland",10000,Pilot (report),59.2198,-2.7180,PRIMRE,2016,2016,2016,2016:p158,OBS0495,Pilot observations (page + quoted evidence),planned,Pilot; PRIMRE,PRJ0394,Lashy Sound Tidal Array,reviewed 2026-09-24: match,Inactive,Full-scale,https://tethys.pnnl.gov/sites/default/files/publications/LashySound-ScopingReport-2014.pdf,unreviewed,
P0324,Swansea Bay Lagoon,annual reports,Swansea Bay tidal lagoon project,~Swansea Bay | Swansea Bay Lagoon | Swansea Bay Tidal Lagoon,Tidal Lagoon Power Ltd.,,United Kingdom,United Kingdom,tidal range,yes,,,"in Swansea Bay, Wales",320000,Pilot (report),51.6050,-3.9076,PRIMRE,2016,2016,2016,2016:p158,OBS0496,Pilot observations (page + quoted evidence),consented,Pilot; PRIMRE,PRJ0395,Swansea Bay Tidal Lagoon,auto (high confidence),Inactive,Full-scale,https://www.newcivilengineer.com/latest/1-3bn-swansea-bay-tidal-lagoon-officially-sunk-as-developer-loses-planning-appeal-07-12-2022/,unreviewed,
P0325,Carnegie Wave Hub,annual reports,CETO 6 | CETO 6 array at Wave Hub,~CETO | CETO 6 | Carnegie Wave Hub,Carnegie Clean Energy,,United Kingdom,United Kingdom,wave,yes,wave_hub,Wave Hub,"at the Wave Hub site in Cornwall, England",15000,Pilot (report),50.345,-5.61,test site,2016,2016,2016,2016:p158,OBS0497,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0396,,,,,,unreviewed,
P0326,Scotrenewables floating tidal turbine at EMEC,annual reports,,Scotrenewables,Scotrenewables,,United Kingdom,United Kingdom,tidal stream,yes,emec,EMEC,at the flagship European Marine Energy Centre,2000,Pilot (report),58.963,-3.296,test site,2016,2016,2016,2016:p157,OBS0498,Pilot observations (page + quoted evidence),installed,Pilot,PRJ0397,,,,,,unreviewed,
P0327,Sustainable Marine Energy PLAT-O at Fall of Warness,annual reports,PLAT-O,PLAT-O,Sustainable Marine Energy (SME),,United Kingdom,United Kingdom,tidal stream,yes,emec,EMEC,at its Fall of Warness,,,58.963,-3.296,test site,2016,2016,2016,2016:p157,OBS0499,Pilot observations (page + quoted evidence),under_construction,Pilot,PRJ0398,,reviewed 2026-09-24: rejected 'PLAT-I Connel Sound Demonstration',,,,unreviewed,PRIMRE PLAT-I Connel Sound is a different device and site; no PRIMRE record for PLAT-O
P0328,OpenHydro Bay of Fundy turbine,annual reports,,OpenHydro,OpenHydro,,Canada,United Kingdom,tidal stream,yes,,,in the Bay of Fundy,,,44.8512,-66.1978,region,2016,2016,2016,2016:p157,OBS0500,Pilot observations (page + quoted evidence),installed,Pilot,PRJ0399,,,,,,unreviewed,
P0330,Ness of Duncansby,annual reports,,Ness of Duncansby,Tidal Power Scotland Ltd (TPSL),,United Kingdom,United Kingdom,tidal stream,yes,,,"several tidal energy projects in Scotland including Sound of Islay, Ness of Duncansby, Brough Ness and Mull of Galloway",30000,PRIMRE,58.6914,-3.0175,PRIMRE,2016,2016,2016,2016:p158,OBS0502,Pilot observations (page + quoted evidence),planned,Pilot; PRIMRE,PRJ0401,Ness of Duncansby Tidal Array,auto (high confidence),Inactive,Full-scale,https://www.bbc.com/news/uk-scotland-scotland-business-35120995,unreviewed,
P0331,Brough Ness,annual reports,,Brough Ness,Tidal Power Scotland Ltd (TPSL),,United Kingdom,United Kingdom,tidal stream,yes,,,"several tidal energy projects in Scotland including Sound of Islay, Ness of Duncansby, Brough Ness and Mull of Galloway",99000,PRIMRE,60.6145,-0.9523,PRIMRE,2016,2016,2016,2016:p158,OBS0503,Pilot observations (page + quoted evidence),planned,Pilot; PRIMRE,PRJ0402,Seagen Brough Ness,"reviewed 2026-09-24: match (same Brough Ness lease, MCT -> Atlantis/TPSL)",Inactive,Full-scale,https://www.pentlandfirthrenewables.co.uk/portfolio/brough-ness/,unreviewed,
P0332,Mull of Galloway,annual reports,,Mull of Galloway,Tidal Power Scotland Ltd (TPSL),,United Kingdom,United Kingdom,tidal stream,yes,,,"several tidal energy projects in Scotland including Sound of Islay, Ness of Duncansby, Brough Ness and Mull of Galloway",30000,PRIMRE,54.5898,-4.9690,PRIMRE,2016,2016,2016,2016:p158,OBS0504,Pilot observations (page + quoted evidence),planned,Pilot; PRIMRE,PRJ0403,Mull of Galloway,auto (high confidence),Inactive,Full-scale,https://www.annualreports.com/HostedData/AnnualReportArchive/s/LSE_SAE_2019.pdf,unreviewed,
P0333,CorPower test and demonstration project at EMEC,annual reports,,CorPower,CorPower,,United Kingdom,United Kingdom,wave,yes,emec,EMEC,at EMEC,,,58.963,-3.296,test site,2016,2016,2016,2016:p157,OBS0505,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0404,,,,,,unreviewed,
P0334,Laminaria test and demonstration project at EMEC,annual reports,,Laminaria,Laminaria,,United Kingdom,United Kingdom,wave,yes,emec,EMEC,at EMEC,,,58.963,-3.296,test site,2016,2016,2016,2016:p157,OBS0506,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0405,,,,,,unreviewed,
P0335,Tocardo Tidal Power test and demonstration project at EMEC,annual reports,,Tocardo,Tocardo Tidal Power,,United Kingdom,United Kingdom,tidal stream,yes,emec,EMEC,at EMEC,,,58.963,-3.296,test site,2016,2016,2016,2016:p157,OBS0507,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0406,,,,,,unreviewed,
P0336,Nautricity test and demonstration project at EMEC,annual reports,,Nautricity,Nautricity,,United Kingdom,United Kingdom,tidal stream,yes,emec,EMEC,at EMEC,,,58.963,-3.296,test site,2016,2016,2016,2016:p157,OBS0508,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0407,,,,,,unreviewed,
P0339,Magallanes Renovables ATIR at EMEC,annual reports,ATIR | Ocean_2G,~ATIR | Ocean_2G | Magallanes Renovables ATIR,Magallanes Renovables,,United Kingdom,United Kingdom,tidal stream,yes,emec,EMEC,at EMEC’s grid-connected Fall of Warness tidal test site,2000,Pilot (report),58.963,-3.296,test site,2020,2020,2020,2020:p170,OBS0520,Pilot observations (page + quoted evidence),retrieved,Pilot,PRJ0416,,,,,,unreviewed,
P0341,Enlli tidal energy project,annual reports,The Island in the Currents,Enlli | ~Island in the Currents,Nova Innovation,,United Kingdom,United Kingdom,tidal stream,yes,,,its ground-breaking Enlli tidal energy project,,,52.7569,-4.7886,place,2020,2020,2020,2020:p163,OBS0523,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0418,,,,,,unreviewed,
P0342,Bombora Pembrokeshire Demonstration Project,annual reports,Pembrokeshire Demonstration Project | mWave,mWave | ~Pembrokeshire | ~Pembrokeshire Demonstration Project,Bombora Wavepower,Bombora Bottom Fixed mWave,United Kingdom,United Kingdom,wave,yes,,,"off the coast of Pembrokeshire, Wales",1500,Pilot (report),51.8163,-5.2244,PRIMRE,2020,2020,2020,2020:p171,OBS0524,Pilot observations (page + quoted evidence),fabrication,Pilot; PRIMRE,PRJ0419,Full Scale 1.5MW Pembrokeshire Demonstration,reviewed 2026-09-24: match,Active,Full-scale,https://bomborawave.com/latest-news/project/1-5mw-pembrokeshire-project/,unreviewed,
P0343,AWS Archimedes Waveswing,annual reports,Archimedes Wave Swing | Archimedes Waveswing,Archimedes Waveswing | Archimedes Wave Swing,AWS Ocean Energy,,United Kingdom,United Kingdom,wave,yes,emec,EMEC,develop a prototype and deploy and test in Orkney,,,58.963,-3.296,test site,2020,2020,2020,2020:p171,OBS0525,Pilot observations (page + quoted evidence),fabrication,Pilot,PRJ0420,,,,,,unreviewed,
P0344,Mocean Energy Blue X,annual reports,Blue X | Blue X prototype | Mocean Energy Blue X (Renewables for Subsea Power) | RSP project | Blue Star 10 | Blue Star 10 OEC | EuropeWave Phase 3 | Mocean Energy Blue Star 10 (EuropeWave),~RSP | Blue X | Blue Star | EuropeWave | Blue Star 10,Mocean Energy,Mocean Energy Blue X,United Kingdom,United Kingdom,wave,yes,emec,EMEC,at EMEC in Orkney,100,PRIMRE,58.963,-3.296,test site,2020,2025,2020; 2025,2020:p171; 2025:p225,OBS0526; OBS0545; OBS0546,Pilot observations (page + quoted evidence),planned,Pilot; PRIMRE,PRJ0421 | PRJ0433,Renewables for Subsea Power (RSP) Project,reviewed 2026-09-24: match,Inactive,Full-scale,https://www.mocean.energy/renewables-for-subsea-power-project-completes-milestone/,unreviewed,reviewed 2026-09-24: merged P0353 (Mocean Energy Blue X)
P0345,Marine Power Systems WaveSub,annual reports,MPS commercial demonstrator | WaveSub,~MPS | WaveSub,Marine Power Systems (MPS),,United Kingdom,United Kingdom,wave,yes,,,build their first commercial demonstrator device in Wales,,,52.2928,-3.7389,region,2020,2020,2020,2020:p171,OBS0527,Pilot observations (page + quoted evidence),design,Pilot,PRJ0422,,,,,,unreviewed,
P0346,AMOG AEP at FaBTest,annual reports,AEP,~AEP,AMOG Consulting Ltd.,,United Kingdom,United Kingdom,wave,yes,fabtest,FaBTest,a 2.8km2 test site in Falmouth Bay on the south coast of Cornwall,,,50.13,-5.02,test site,2020,2020,2020,2020:p169,OBS0528,Pilot observations (page + quoted evidence),retrieved,Pilot,PRJ0423,,,,,,unreviewed,
P0347,Orbital Marine Power O2 at EMEC,annual reports,O2 | Orbital Marine Power O2 | Orbital O2 | Orbital O2 at EMEC | the O2 2 MW | FORWARD 2030 | FORWARD-2030 | O2-X | Orbital O2-X / FORWARD-2030 demonstration at EMEC,O2-X | O2 2 MW | FORWARD | Orbital O2 | FORWARD-2030,Orbital Marine Power,,United Kingdom,United Kingdom,tidal stream,yes,emec,EMEC,currently operating at the European Marine Energy Centre in Orkney,2400,Pilot (report),58.963,-3.296,test site,2020,2025,2020; 2025,2020:p171; 2025:p219; 2025:p224,OBS0529; OBS0540; OBS0539,Pilot observations (page + quoted evidence),design,Pilot,PRJ0424 | PRJ0428,,,,,,unreviewed,reviewed 2026-09-24: merged P0348 (Orbital Marine Power O2 at EMEC)
P0350,EURO-TIDES,annual reports,,EURO-TIDES,Orbital Marine Power,,United Kingdom,United Kingdom,tidal stream,yes,emec,EMEC,three pilot farms at EMEC have been successful in gaining significant support through Horizon Europe funding: ... Orbital Marine Power are leading the EURO-TIDES project which aims to deploy a 9.6 MW tidal farm of 4 tidal stream turbines,9600,Pilot (report),58.963,-3.296,test site,2025,2025,2025,2025:p217,OBS0542,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0430,,,,,,unreviewed,
P0351,Project Valiant,annual reports,POWER-Farm | POWER-Farm EU,POWER-Farm | Project Valiant,CorPower Ocean,,United Kingdom,United Kingdom,wave,yes,emec,EMEC,verifying survivability and reliability at the EMEC Billia Croo test site,5000,Pilot (report),58.963,-3.296,test site,2025,2025,2025,2025:p225,OBS0543,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0431,,,,,,unreviewed,
P0354,Mocean Energy OceanPULSE (Australia),annual reports,Blue Star | OceanPULSE,Blue Star | OceanPULSE,Mocean Energy,,Australia,United Kingdom,wave,yes,,,culminating in a deployment in Australia in 2028,,,-24.7761,134.7550,country,2025,2025,2025,2025:p225,OBS0547,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0434,,,,,,unreviewed,
P0355,Inyanga HydroWing array at Morlais,annual reports,HydroWing | Hydrowing,HydroWing | Hydrowing,Inyanga Marine Energy Group,,United Kingdom,United Kingdom,tidal stream,yes,morlais,Morlais,supporting the demonstration phase of its Hydrowing technology at Morlais,20000,Pilot (report),53.3,-4.72,test site,2025,2025,2025,2025:p214,OBS0548,Pilot observations (page + quoted evidence),consented,Pilot,PRJ0435,,,,,,unreviewed,
P0356,Verdant Isles,annual reports,Verdant Isles project,Verdant Isles,Verdant Power,,United Kingdom,United Kingdom,tidal stream,yes,morlais,Morlais,Verdant Power is developing the Verdant Isles project at Morlais,4900,Pilot (report),53.3,-4.72,test site,2025,2025,2025,2025:p226,OBS0549,Pilot observations (page + quoted evidence),consented,Pilot,PRJ0436,,,,,,unreviewed,
P0357,Magallanes Renovables project at Morlais,annual reports,,Magallanes Renovables,Magallanes Renovables,,United Kingdom,United Kingdom,tidal stream,yes,morlais,Morlais,"Four developers have secured subsidy support under the Contracts for Difference (CfD) scheme in AR4, AR5 and AR6, namely Hydrowing, Magallanes Renovables, Môr Energy, and Verdant Isles.",,,53.3,-4.72,test site,2025,2025,2025,2025:p223,OBS0550,Pilot observations (page + quoted evidence),consented,Pilot,PRJ0437,,,,,,unreviewed,
P0358,Môr Energy project at Morlais,annual reports,,Môr,Môr Energy,,United Kingdom,United Kingdom,tidal stream,yes,morlais,Morlais,"Four developers have secured subsidy support under the Contracts for Difference (CfD) scheme in AR4, AR5 and AR6, namely Hydrowing, Magallanes Renovables, Môr Energy, and Verdant Isles.",,,53.3,-4.72,test site,2025,2025,2025,2025:p223,OBS0551,Pilot observations (page + quoted evidence),consented,Pilot,PRJ0438,,,,,,unreviewed,
